id,gamespot_id,title,documents
53,124,Need for Speed III: Hot Pursuit,"Need for Speed returns with all the exotic supercars, tracks, and race modes you've come to expect--but reengineered for higher performance, stunning realism, and fierce competition.  With Hot Pursuit mode, you can race on both sides of the law: as a cop using radar, dispatchers, and roadblocks to track down speeders; or as a racer, trying to outrun the law.  Real-world environments feature details such as blowing leaves, rain, lightning, mud splashes, and smoke from burning rubber and they will put your driving skills to the ultimate test.::Need for Speed III is one of the best times I have had playing a racing game."
54,125,Heart of Darkness,"Hidden away in the Heart of Darkness lies a terrifying world. A world ruled by the Master of Darkness whose cruel and absolute power leads an army of emaciated devils. The fiendish force scours the land in search of Andy, a young boy on a quest to rescue his dog Whisky.
Trapped in a terrifying nightmare, only you can take Andy through hundreds of epic encounters to overcome a whole host of wonderfully weird characters and emerge triumphant from the Heart of Darkness.
- 176 locations and over 30 minutes of seamless film action.
- Developed by the creators of Out of This World.
- Climb, swing, twist and swim around 8 worlds of stunning environments packed with puzzles and fiendish traps.
- Music by Bruce Boughton, performed by the London Symphony.::Heart of Darkness is the latest platform/puzzle game from the creators of Out of this World and Flashback."
55,126,NFL Blitz,"No refs. No rules. No mercy! NFL Blitz is the NFL at its finest, featuring easy to run plays and unparalleled action, all in breakneck speed. With no penalties, no substitutions, and nowhere to hide, NFL Blitz is more than a game, it's an NFL highlight film! Fastest football gameplay ever, with easy to learn action and simple point-and-shoot passing. You might play in rain, snow or mud. And don't forget about those night games!::Blitz is the most addictive sports game ever created."
56,130,Commandos: Behind Enemy Lines,"Commandos is a real-time tactics game set in World War II that puts you in command of a small squad of elite troopers. Send them behind enemy lines on a series of hazardous missions, and bring them back alive.

Clever strategy has never been so furiously action-packed. Study the enemy's movements, develop a careful plan, synchronize your men, and launch them on a swift and fierce attack using all your power and skill.::A genuinely original game of tactics, planning, and precision."
57,131,Links LS 1999,"What you get with LINKS LS '99:
- Make up your own games! New Mode of Play (MOP) Game Designer--create your own Modes of Play and swap them with your friends! Over 30 MOPs are included to get you started!
- LS '99 features four world-class golf courses! Along with Latrobe Country Club (now in beautiful fall foliage) Links LS '99 also features the birthplace of golf itself--St Andrews Links Old Course of Scotland! Also Arnold Palmer's Bay Hill Club & Lodge, and the stunning red cliffs of Entrada at Snow Canyon in southern Utah.
- Tournament Environment--immerses you in a tournament atmosphere with galleries of thousands to cheer your every shot!
- Two New Swing Options--PowerStroke and 3-Click mouse swing options in addition to original 2-Click swing.
- 3-D Objects--raise the realism to an even higher level.
- Caddie Book gives useful tips to help you master each hole.
- New Features for Internet Play--now enjoy ""Internet Spectators"" and Real-Time Voice Chat through new audio-compression technology.
- More realistic than ever with improved panorama, colors, textures, flora and trees.
- Two New Golfers to choose from (8 in all).
- Expanded Sound Script Editor allows you to edit crowd noises, add your own comments (WAV files), and insert them wherever you want.
- Improved Controls make game play easier than ever.
- The most realistic ball-flight physics of any golf sim are now even better!
- Supports more than 25 expansion courses (sold separately) including tournament sites, Championship Courses, Tour Player courses and 5-Course Libraries. New courses are added regularly each year to extend the playability of Links LS.
- Smart cameras let you view your game from any angle!
- Resolutions up to 1800x1440 and 16.7 million colors with ""Look-Ahead"" rendering for superfast redraws.
- Haze and fog options as well as waving flags, airplanes and other visual enhancements add even more realism.
- Includes multimedia tours of St Andrews Links, Bay Hill Club and Lodge and Entrada.
- Get acquainted with the legend himself, Arnold Palmer, through ""Virtual World Tours"" of his workshop, office, trophy room and in-depth multimedia interviews!
- Over a dozen new improvements for off-line tournaments! Play alone or against computer opponents, recorded players, internet friends and Internet tournaments. Links LS is competition!::Three years of improving this engine has made Links one of the most well-rounded and finely crafted software products on the market."
58,133,Age of Empires II: The Age of Kings,"You have one thousand years to lead a civilization into greatness. Age of Empires II: The Age of Kings puts you in command of one of 13 civilizations from the fall of Rome through the Middle Ages. Each empire--including Franks, Japanese, Byzantines, Vikings, Mongols, and Celts--has different attributes, buildings, and technologies, as well as a unique combat unit based on its historical counterpart. Choose one of several ways to achieve world domination and ultimate victory: domination of enemy civilizations, economic victory through accumulation of wealth, and building and defending wonders of the world. This sequel keeps the epic scope of Age of Empires' gameplay while evolving the combat and economic features.::If you've ever liked any other real-time strategy game in this classical style, then you'll clearly see why this one deserves so much credit."
59,134,Caesar III,"As a provincial governor charged with spreading the glory of Rome our mission is clear: build cities, foster trade and industry, make money. How you accomplish this is entirely up to you. Gain wealth and power, make a career out of pleasing the emperor, battle Barbarians and repel invaders or concentrate on building the next Eternal City. Fail and youll end up as lunch for the lions. Prove your strength of mind and spirit and you just may be crowned Caesar!::Despite the small problems, building a thriving city in Caesar III is fun."
60,136,The Game of Life,"The classic family board game loved by generations now comes to life! With The Game of LIFE CD-ROM, choose college or a career, get married, start a family, buy a house, and eventually retire. Will you spend your golden years at Countryside Acres or Millionaire Estates? Take a spin and find out with The Game of LIFE CD-ROM!::The PC conversion of The Game of Life brings some of the charm of the original and tampers very little with the formula."
61,137,Fallout 2,"Fallout 2 is the sequel to the critically acclaimed game that took RPG'ing out of the dungeons and into a dynamic, apocalyptic retro-future.
It's been 80 long years since your ancestor trod across the wastelands. As you search for the Garden of Eden Creation Kit to save your primitive village, your path is strewn with crippling radiation, megalomaniac mutants, and a relentless stream of lies, deceit and treachery. You begin to wonder if anyone really stands to gain anything from this brave new world.
Mastering your character's skills and traits for survival, Fallout 2 will challenge you to endure in a post-nuclear world whose future withers with every passing moment....
WE ARE FAMILY
Not everyone that joins you looks like you. Super-mutants, robo-dogs and ghouls may join your adventure, or why not do-it-yourself by implanting a brain into that shiny new robot body.
KILL SMARTER, NOT HARDER
Improved combat AI for friends and foes alike. Most of the people in your own group won't take that burst shot with the Flechette-gun, but a couple are probably just aching for the opportunity.
SHARE THE WEALTH
If you want to, you can upgrade any traveling companions with more dangerous weapons, tougher armor, or even teach them new skills and abilities. You'd better make sure they're on your side.
BIGGER & BADDER THAN EVER
Bigger, smarter, nastier enemies than you've ever fought before. We've given you a few pals that are just as usly. You didn't think you were the only Bad-ass in town did you?
SEX & ROMANCE AFTER THE BOMB
Fall in love, get married, and then pimp your spouse for a little extra chump-change. Hey, it's a dark and dangerous world.
LEARNING IS FUN-DA-MENTAL
Over 100 new skills, called perks, available to learn during the course of your travels. Better to learn the exquisite art of Pyromania, the uncanny timing as a Demolition expert, or how to squeeze the trigger on your spiffy new Gauss-rifle faster than the next guy? Decisions, decisions....::The core elements of 1997's best role-playing game are intact and, in several ways, have been improved."
62,138,Jeopardy! (1991),"There is a fine art to watching JEOPARDY, as any know-it-all could tell you. It used to mean shouting at the television (in question form) or turning to anyone within earshot, nodding and calmly saying ""I knew that..."" Gametek changes all that by giving JEOPARDY! fans everywhere an opportunity to really buzz in. Alex Trebek hosts this all-new version of television's longest-running game show. Featuring the digitized television studio, theme music, voice and photography of Alex himself, this JEOPARDY! takes full advantages of the graphic and sound capabilities of the Sega Game Gear. With over 1,700 questions and answers (or is that answers and questions?) and 300 categories, it's sure to last many seasons without re-runs. Gametek's JEOPARDY!, is definitely a smart choice.::A version of the popular gameshow is available on the PlayStation."
63,139,Heroes of Might and Magic III,"Murder, treachery, resurrection, savage battles and ultimately - freedom!
When Erathia's King is murdered by traitors, he is resurrected as an undead warlord who leads a ruthless invasion of his former Kingdom. Little resistance is met until his daughter Catherine, Queen of Enroth, returns to her homeland commanding an army of elite Enrothian warriors.
You control the land's greatest heroes and fiercest creatures in a conflict of epic proportions, as Catherine fights to restore her family's rightful reign, uncover her father's killers and free him from the dark prison of his undead body!
- UNRIVALED GRAPHICS:
Characters, buildings, environments and weapons are all pre-rendered in 3D and appear in a new 800x600 high resolution, 65,000 color world!
- IRRESISTIBLE GAME PLAY:
Simple ease-of-use, and turn-based game play combine to create a challenging environment where you set the pace.
- EXPANDED VARIETY:
8 completely new towns and castles, 16 different Hero types, and more than 120 different combat units to control as you expand your empire!
- REALISTIC ANIMATION:
In the tradition of the award-winning Heroes of Might and Magic series, Heroes III draws on the top talent and technology in the game industry to create the most realistic animations and character graphics ever seen in this genre!
- IMPROVED MULTI-PLAYER OPTIONS:
Up to 8 players can compete or team up through hot-seat, LAN, or an Internet connection (Heroes III supports both Mplayer.com and HEAT)::No doubt a port of the PC version, the Dreamcast version of Heroes of Might and Magic III is bound to deliver the Heroes formula to console strategy fans."
64,140,Turok 2: Seeds of Evil,"Only evil this dark could bring him back. Only a game this big can do him justice. Turok 2: Seeds of Evil! Pick off distant enemies with deadly sniper weapons, and enjoy ferocious multi-player deathmatches!::It's a landmark shooter and a must-buy."
65,142,Wheel of Fortune (1987),"Now you can play America's favorite game anytime, anywhere! You're the contestant- compete against a friend, match wits with the computer, or spin alone for fun.

This game plays just like the real thing! Spin the wheel and win a fortune, or hit Bankrupt and lose it all. If you're stuck, you can always buy a vowel.::With all the elements that makes Wheel of Fortune so popular on TV, this game will let up to three people play at once."
66,152,Smart Games Challenge 3,"Smart Game Challenge 3 takes brain-bending fun to a new level! With 20 addictive games and hundreds of levels, there's something for everyone - strategy puzzles, logic puzzles, music puzzles, word puzzles and perception puzzles. Play solo, create your own leagues, or compete in contests online as a member of the Smart Games Frequest Thinker's Club. Blow your mind with Smart Games Challenge 3!::While Smart Games 3 offers a wide assortment of puzzles, many of them are Mensa-only mind benders."
67,153,Star Wars: Rogue Squadron 3D,"Fly against the evil Empire! As Luke Skywalker, co-founder of the Rebel Alliance's elite Rogue Squadron, you must combat the evil Galactic Empire! Engage in intense, fast-paced planetary air-to-ground and air-to-air missions - dogfights, search and destroy, reconnaissance, bombing runs, rescue assignments and more! Pilot X-wings, Y-wings, A-wings, V-wings and Snowspeeders with powerful weapons in over 15 missions battling TIE fighters, TIE bombers, Imperial shuttles, AT-AT walkers, AT-STs and other challenging foes.::Any fan of the first level of Shadows of the Empire really should check out Rogue Squadron."
68,154,Tomb Raider III: Adventures of Lara Croft,"Join Lara in her biggest adventure to date in the phenomenal Tomb Raider series. Play through five huge worlds, in any order, on the quest for an ancient meteor rumored to have life-giving powers. New puzzles, environments, and even a few old enemies, like the infamous T-Rex await you. From the jungles of India to the icy wastes of Antarctica, across the rooftops of London and into the depths of Nevada's mysterious Area 51, Lara is ready for anything. Prepare to be amazed!::Those who lost interest in the series with Tomb Raider II may want to give it another look with the third."
69,155,FIFA 99,"All the clubs, leagues, and cups! Over 250 club teams. Twleve leagues: USA, Spain, Brazil, Italy, England, France, Germany, Sweden, Scotland, Portugal, Belgium, and the Netherlands. Custom Cups and Leagues - play your way! European Dream League mode - challenge the best of the best. New slide shots, new semi-auto goalkeepers, dazzling skill moves, new lifelike head tracking, new traps and tackles!::While not completely perfect, it's deep on options, packed with real teams and players, and presented with a slick interface."
70,156,Asteroids,"Your spaceship is trapped in a deadly asteroid belt. You will have to destroy the drifting asteroid boulders before they destroy your spaceship. But, watch out for enemy spacecraft. Fire your missiles to destroy the boulders and the enemy.::While it might make a better rental than a straight-up purchase, either way you won't go wrong."
71,157,Thief: The Dark Project,"Sneak through the shadows of 12 treacherous missions including haunted cathedrals, subterranean ruins, and forbidding prisons, in a dark and sinister city. Stalk your prey on the quest for stolen goods with your blackjack, sword and an assortment of unique arrows. Steal for money and uncover the hidden agendas of your allies and enemies as you play through an unravelling story of deception and revenge. Survive in a world where shadows are your only ally, trust is not an option, and confrontation results in death!::Its emphasis on stealth, strategy, and ingenuity, coupled with its strong narrative structure and excellent mission design, adds up to a game that's stylish, serious, rewarding, and unique."
72,166,Uprising 2: Lead and Destroy,"A direct sequel to Uprising: Join or Die. After a century of bloody galactic battle, a horde of intelligent bloodthirsty aliens, known as the KriiSara, threaten to exterminate all human life. New Alliance Command is counting on you to destroy the alien menace. Lead your combined forces from a second-generation Wraith battle tank. Fight your way through 28 brutal missions featuring maxed-out weapons and power units at your disposal.::While the changes to Uprising 2 are notable and (for the most part) positive, the game still manages to underwhelm because of some seemingly minor flaws."
73,167,Gangsters,"Set in a Chicago-like town in the 1920's prohibition period, Gangsters is the strategy game where crime pays! From extortion and intimidation to street execution or all-out bloody gang warfare, Gangsters creates a world you play a mob boss whose goal is to build an empire that controls the City. To do this you must crush three rival gangs and send your enemies home in pine overcoats.::Gangsters has many interesting features, but they don't come together in the big picture."
74,168,Baldur's Gate,"I am Volo, and I have traveled more of these Realms than any other. I'd bet ye a bag of gold and a half-dozen kegs of bitter black ale that ye cannot look upon the murderous beasts and minions of evil in the adventure ye hold in your hand and not turn tail. So waste no more time in your drab, humdrum world - it is time to draw steel in Baldur's Gate and test your mettle. Who knows, ye may find me there waiting to pay off the bet - or propose a better one, double or nothing!::Baldur's Gate largely manages to meet, and even surpass, gamers' high expectations for this ambitious game."
75,170,King's Quest: Mask of Eternity,"Master storyteller Roberta Williams brings her best-selling King's Quest series into the next millennium with a revolutionary blend of technology, gameplay and storytelling. Long-time King's Quest fans and 3d action gamers alike will revel in a universe teeming with mythical monsters, magic elixirs and hand-to-hand combat. Enter this deep and compelling tale of an Eternal Champion's struggle to restore the Mask of Eternity and save the kingdom of Daventry. Never before has action been so intelligent or exploration so intensely thrilling.::A vast, sprawling experiment that, while falling short of its goal, is enjoyable and noteworthy nonetheless."
76,172,Heavy Gear II,"An Elite Planetary Strike Force is Under Your Command.
Once-warring Terra Novan superpowers have now joined forces against the threat of full-scale enemy invasion. Lead your war machine behind enemy lines in stealth raids and reconnaissance missions in a death-defying drive to defend your world's imperiled independence. Only your elite Special Ops squad stands a fighting chance.::Heavy Gear II is the most impressive game yet in the giant robot genre."
77,179,Carmageddon 2: Carpocalypse Now,"Carpocalypse Now! is the eagerly awaited sequel to the sensational 'Game of the Year' smash and trash blockbuster 'Carmageddon'.
The maddest ride in the history of racing games just got a major dose of steroids. Buckle up and hold on tight as you take the wheel and cause fender blending mayhem once more.
- A multitude of manic drivers. A feast of formidable race circuits.
- Reckless driving gains points - annihilate anything and everything in your path.
- Waste trains, planes and slaughtermobiles!
- Smash, trash, crumple, burn, blast, skid and jump with sick bag inducing realism.
- 30 gruelling new tracks, 10 manic mission levels and 10 stunning new environments, with even more freedom, power ups and cunning stunt bonuses than you ever dreamed possible.
It's you or them - drive to survive!::If you're not adverse to a little lowbrow humor and a lot of violence and mayhem, you'll find plenty of action and still more fun in Carmageddon II."
78,189,Earthworm Jim 3D,"Earthworm Jim, spineless superhero, wriggles back into action as the Groovy Guardian of Goodness in an incredible journey of cheese-curdling proportions. Left unconscious by a massive cow-induced blow to the head and clad in his indestructible, high-tech super suit, Earthworm Jim continues the battle for truth, justice and well aerated soil. He sure is going to need your help to guide him through his 3D fun-house of a brain.
But beware, the is an evil lurking, a presence in his mind, a dark unseen force at work - Jim's brain is a dangerous place!
In the game you can enter Jim's psyche where he comes face to face with his own fears, happiness, memories and fantasies. Each environment has games-within-games, ludicrously large levels where you go wild pig-sliding, grandma wrangling and much more. You will face the weird enemies like Psycrow or the Disco Zombies. Explore any area you choose while keeping the trigger ready for action.::Earthworm Jim 3D has something to discourage all types of people from playing it."
79,191,Indiana Jones and the Infernal Machine,"1947. The nazis have been crushed, the Cold War has begun and Soviet agents are sniffing around an ancient ruin. Grab your whip and fedora and join Indy in a globespanning race to unearth the mysterious &quot;Infernal Machine&quot;. Survive the challenges of unusual beasts, half the Red Army and more (including - oh no - snakes!) . Puzzle your way through 17 chapters of an action-packed story. Travel the world to exotic locales, from the ruins of Babylon to Egyptian deserts. All the weapons you'll need, including firearms, explosives-and of course Indy's trusty whip and revolver.::Quirky controls, repetitive puzzles, and a range of other annoying flaws keep this game from being the major-league hit that Indiana Jones fans hoped it would be."
80,192,Myst,"Journey to an island world eerily tinged with mystery--where every rock, every scrap of paper, every fleeting sound holds a clue to an ancient mystery. Enter, if you dare, a starkly beautiful landscape shrouded in intrigue and injustice. Only your wits and imagination hold the power to unlock the shocking betrayal of ages past. During your virtual exploration, Myst challenges your wits, instincts, and powers of observation.::Embark on an adventure through a mysterious island where clues abound and you must try to reverse a wrong that has gone unchecked for ages."
81,193,Quake II,"Shortly after landing on an alien surface, you learn that hundreds of your men have been reduced to just a few. Now you must fight your way through heavily fortified military installations, lower the city's defenses and shut down the enemy's war machine. Only then will the fate of humanity be known.::Whatever else may be said about Quake II, one thing is certain: It is the only first-person shooter to render the original Quake entirely obsolete."
82,194,Motorhead,"Speed separates the pros from the pawns in this futuristic, fluid racing rush. Strap yourself in, rev your engines and race across a futuristic landscape where speed knows no limitations.

From desolate downtown highways to desolate downtown roads, test your skill on the eight legendary venues of the ultimate TransInternet Speed League.

Balance skill and intelligence with a devilish dash of deviousness and you alone can be King of the Road!::Only the most ardent racing fans need apply."
83,195,Warzone 2100,"They said it would be the war to end all wars...remaining underground until it was safe, you emerge to find a barbaric world where you must fight in a bitter struggle for territory. Warzone:2100 takes real time strategy gaming to an exciting new dimension. Rediscover lost technologies Design and develop the ultimate war machine! Three unique campaigns packed with fast-action combat. Only the most ruthless and cunning will control the Warzone!::Warzone 2100's highly navigable 3D engine, unique campaign structure, and multiplayer gameplay should please most real-time strategy fans."
84,197,Fox Sports Golf '99,"Play your way through six challenging courses, including the world famous Oxfordshire, Kiawah Island and Carnoustie courses. Featuring brand new live interactive commentary from Peter Alliss and Alex Hay, Actua Golf 2 is as close to real championship golf action as you can get.::If you're looking for an addictive golfing sim that looks and plays unlike any other, it's definitely worth a look."
85,198,Battleship (1992),"Do you have what it takes to command your own fleet of six ships? Can you survive thrilling, ruthless combat on the high seas? Stalk your enemy through unfriendly waters. Secretly plot your plan of attack. Then fire. It's a hit! But remain on red alert! For your opponent wants victory as much as you do! Capsize a carrier. Demolish a destroyer. Sink up to six ships in your opponent's fleet before your own vessels are found and sunk. Blast the torpedoes and full speed ahead! Strategically hide your own ships while you formulate a cunning plan of attack on your opponent. Enjoy classic game strategy in this timeless Naval warfare favorite. Ten new special weapons to wage war with - including depth charges, sonar and cruise missiles. Play again and again - every game is different from the last!::Not an intensely complicated game with intricate strategic developments to begin with, it's now just a guess-fest."
86,199,Age of Empires,"Age of Empires is an epic real-time strategy game spanning 10,000 years, in which players are the guiding spirit in the evolution of small stone age tribes. Starting with minimal resources, players are challenged to build their tribes into great civilizations. You can choose from one of several ways to win the game, including: World Domination (conquering enemy civilizations), Exploration of the known World, and Economic Victory through the accumulation of wealth.::This is not quite the game you hoped for. Even worse, it has some definite problems."
87,203,Test Drive: Off-Road 2,"Ragged Edge Racing!
- HUMMER EXCLUSIVE--the only game to include the world famous HUMMER
- 20 VEHICLES INCLUDING OVER 10 LICENSED OFF-ROAD BEHEMOTHS--Choose between the Dodge Ram, Ford Explorer, Jeep Wrangler, Ford F-150, Chenowth FAV, Jeep Grand Cherokee, Dodge T-Rex, and more...
- 12 TRACKS IN 6 REAL-WORLD LOCALES--Make killer mud rooster tails, crash through snow drifts, ocean surf and sand, or just bash, bump and crush your opponents' vehicles while avoiding boulders, trees, cliffs and mud pits.
- WORLD TOUR MODE--Defeat your competition in any of 6 classes to open new tracks & buy better vehicles.
- MODIFIABLE AND UPGRADEABLE VEHICLES
- DUAL SHOCK Analog Controller support. Vibration so real you might get whiplash!
- AWESOME SOUNDTRACK featuring: Sevendust, Gravity Kills and Fear Factory::Surprisingly enough, Test Drive Off-Road 2 winds up being a better-playing racing game than Test Drive 5."
88,205,Final Fantasy VII,"Mako. The discovery of this natural resource drawn directly from the planet's life force marked the dawn of a new era, and now the energy sustains the lives of people across the world. However, the Shinra Company has monopolized mako production, and in doing so established a powerful hegemony--its influence reaching the far corners of the globe.

Cloud, a former member of Shinra's military organization, SOLDIER, joins the anti-Shinra resistance group AVALANCHE, despite caring little for their motives. During one of the group's attempts to stop the company, they learn of the return of Sephiroth, Cloud's nemesis, and that with his reemergence, the planet is in greater danger than anyone had expected.

With the fate of the world riding on their success, Cloud and his allies set out to quell this deadly threat.::Never before have technology, playability, and narrative combined as well as in Final Fantasy VII."
89,206,Heretic II,"You're about to experience a Heretic revelation like no other.
Powerfully intense action. Divine 3-D worlds. Almighty weapons and spells.
And awe-inspiring third-person gameplay, a true out-of-body experience.
SEEING IS BELIEVING
Quake II engine enhancements deliver fluid 3-D animation and gameplay, plus stunning special effects, environmental realism, and a smart camera that stays with the action.
SUPERIOR CHARACTER CAPABILITIES
Wield magical powers; cast spells; unleash animated weapons; and perform instinctive climbing and gymnastic maneuvers as Corvus, Sidhe warrior from Heretic.
HERETIC MEETS THIRD PERSON
Surrender to the heresy with insanely fast-paced action from a frighteningly immersive perspective. Cooperative/deathmatch multiplayer will make you a believer.
THE BEAUTY OF THE UNIVERSE
Famed developer of the Heretic universe does what it does best: beautifully rich gameplay. Battle through detailed 3-D continents that are in one word: legendary.
PREPARE FOR THE SECOND COMING::You wouldn't want to live there, but the world of Heretic II is a beautiful place to visit."
90,207,Requiem: Avenging Angel,"Requiem: Avenging Angel is a 3D, first-person action game of biblical proportions set in a world under siege. A holy war rages on Earth between Heaven's Chosen Soldiers and Hell's Fallen Angels. You are Malachi, a Chosen Angel, sent to Earth to save Creation from the wrath of the Fallen. Blast your way through an immersive futuristic 3D world developing Angelic powers like possession, blood boil, locust swarms, and the ability to turn your enemies to pillars of salt. Without you, mankind doesn't have a prayer.::The pacing and story aren't as good as Half-Life's, but the character interaction and angelic powers elevate the game beyond many other shooters."
91,208,Commandos: Beyond the Call of Duty,"You have been selected for active service in the Commandos Corps, and must now mobilize in a series of 8 new dangerous missions. You may come with experience of action 'Behind Enemy Lines' or perhaps you are just a rookie - whatever you are, you will be given the opportunity to push your daring and tactical ability to the limit.
As the leader of a small elite unit operating deep within enemy territory, you will experience new challenges and goals with these new missions. Plus new vehicles, buildings, weapons and 2 levels of difficulty will satisfy both Commandos veterans and new recruits.::Beyond the Call of Duty ends up feeling like a shadow of its former self, being both shorter and more frustrating than the original."
92,213,South Park,"A giant comet is heading toward South Park and it's up to you to save them! Beware of anal-probing aliens, big evil clones, and demented turkeys. It's the only game big enough for Cartman's big fat ass. Sweet environments without any lame, tree-hugging hippies. Play as all your favorite South Park characters. Authentic voices from South Park, including Isaac Hayes as Chef. Howdy-ho your way through mega four-player action!::South Park is definitely one of those games that is bound to come up when you start thinking about the worst game you've ever played."
93,215,Midtown Madness,"Ever want to get behind the wheel and race like a madman through the streets of a teeming metropolis? Here's your chance to careen your way through Chicago traffic that's thicker than a deep dish pizza. Forget everything you learned in Driver's Ed. Run every stop sign, drive the wrong way, or gun-it to jump a drawbridge. No-rules racing means doing whatever it takes to win.
With five unique racing modes, ten unique cars, and wide-open, unbridled, pedal-to-the-metal racing, Midtown Madness is the only antitode for rush-hour blues. Now that's racin' Chicago style!::Although its driving mechanics aren't terribly sophisticated, it can be a lot of fun because it affords you that very freedom that all driving games should but rarely deliver."
94,218,RollerCoaster Tycoon,"If you think thrill rides aren't thrilling enough, then here's your chance to make your own. RollerCoaster Tycoon lets you build your park from scratch, or you can improve and expand an existing park with new rides and attractions. You'll have an array of roller coaster designs, landscapes, shops, decorations, and theme options to choose from. Accurate coaster-motion dynamics and physics can result in thrilling rides or the ultimate disaster. Be sure to analyze your guests' thoughts and feelings to help manage your park's success.::RollerCoaster Tycoon has the potential to capture a pretty good niche market - and for the most part, it succeeds."
95,219,Legacy of Kain: Soul Reaver,"Cast down to the material world, the mysterious entity 'Raziel' seeks vengeance for betrayal by his master: Kain. Cursed to stalk the dark realms of Nosgoth, he must slay his undead brethren; only then can he absorb their souls for the energy he craves. Moving between the spectral and material plane, Raziel must negotiate puzzles, overcome traps and defy blood-chilling enemies to reach his goal - the final battle with Kain!::Crystal Dynamics' long-awaited sequel to Blood Omen: Legacy of Kain is a far different animal from its predecessor."
96,223,VR Sports Powerboat Racing,"Strap in and throttle up as you whip through the most realistic and immersive powerboat racing game ever made. If you're gonna compete, you'll have to jump over roadways and pass through convoys or speed between oil tankers before they close off the track and turn your boat to splinters. And if all else fails, find a shortcut and take the lead, or better yet, push your opponent into a river barge at 200 miles per hour.
- Unpredictable Challenges:
Fully interactive 3D environments that continually change and challenge even the most experienced driver.
- Intense Motion Effects:
Feel the turbulence of the wakes as your opponents rip up the water in front of you.
- 16 Awesome Powerboats:
Before you can taste the awesome speed and power of the Catamarans, you'll have to show you're worthy on the Monohulls.
- Shadow Boat:
Save your best race and compete against your Shadow Boat. You can also save it to a memory card and bring it to a friend's house.
- Jaw-Dropping 3D Control:
Dive under water, crash through waves and careen off jumps with full 360 views.
- Killer Courses:
9 super-intense racetracks from New York to Tokyo to tear through.::If you're a fan of powerboat racing and think it's neat that it has been turned into a video game, don't get your hopes up."
97,224,Wetrix,"A rainstorm so fierce, it will keep you from leaving your home for the next six months. Wetrix just might be the most addictive puzzle game of all time. Using randomly shaped 3D blocks as they fall from the sky, you must create a series of lakes and dams before the heavy rains appear. Because if the water drains, you lose! Sound simple? Well, mix in a few natural disasters and bomb attacks, and suddenly you need to muster all your strategy and skill to combat nature's fury!::Those who loved Tetrisphere will probably like Wetrix, and that those who hated Tetrisphere will probably like Wetrix as well."
98,226,Star Trek: Klingon Academy,"Honor, courage, glory and no fear of death...
Are you ready to walk the path of a Klingon warrior?
General Chang, the Empire's greatest living warrior has established an Elite Command Academy to prepare a new generation of warriors for the inevitable conflict with the Federation. As your mentor, Chang will instruct you in the ways of Klingon battle tactics and teach you the rigors of warship command. Prove yourself worthy and you may be recruited to fight with Chang in the most glorious battle ever, with the fate of the Klingon Empire at stake.
Death will have its day...::It's an extremely ambitious simulation that provides plenty of original gameplay but fails to adequately refine its presentation."
99,228,Interstate '82,"It's 1982 and auto-terrorism is at an all-time high. The U.S. is in crisis and you, legendary road warrior Taurus, are dealing with a crisis of your own. You long-time partner, Groove Champion, is missing and it's up to you to keep him from becoming a skid mark in the mother of all wars on wheels. Wage fully charged vehicular combat as you strive to uncover and destroy top secret forces... before they drive you-and the entire country-to the brink.::Where Interstate '76 was cohesive and involving, Interstate '82 feels unfocused and generic."
100,230,Revenant,"Locke D'Averam is the Revenant, a resurrected warrior from an earlier age. Summoned by a powerful warlord to rescue his abducted daughter, Locke embarks on quest that will take him through a myriad of sinister locations, collecting magic items and battling a host of fearsome monsters. As he attempts to recover his fighting skills he is plagued by memories of his past existence, memories that begin to merge with his current quest in a series of stunning revelations....::Although Revenant is also a great-looking game that's fun to play, it constantly threatens to break apart at the seams."
101,232,Homeworld,"Command a massive star fleet on an epic journey home. Deported to a harsh desert world, exiles have struggled for three thousand years to regain the stars. Now it's up to you to guide them home through a brutal empire bent on annihilation. From harvesting resources and exploring a huge environment to researching new technologies and building dozens of vessels, you must strengthen your fleet to survive the harsh environment of deep space. Homeworld features a unique command and navigation interface, support for multiplayer through a LAN or Internet connection, and white-knuckle, real-time strategy.::Homeworld is both an excellent game and one that may well reshape the entire real-time strategy genre."
102,243,Star Trek The Next Generation: Birth of the Federation,"Now the vast Star Trek galaxy is in your hands with the choice of leading one of five Alliances. This is strategy at its keenest from the makers of Civilization II and Master of Orion II.
Can Romulans be outwitted by Klingon diplomacy? Can you make profits with a Ferengi? You'll soon find out. And, if all else fails, take the helm in detailed, turn-based 3-D space combat.
Boldly go beyond your imagination!
Features
- Explore, conquer and exploit a vast galaxy including stellar bodies and special entities.
- Develop your intelligence of other groups and weave a net of alliances with diplomacy.
- Succeed or fail by your ability to develop or acquire technology - using espionage if necessary!
- Construct, maintain and refit Starship fleets and put them to the test as you engage in turn-based 3-D space combat.
- Encounter over 30 different races, each with their unique traits and individual agendas! There is even the potential for a Borg invasion threatening all players!
- Featuring an absorbing and immersive Star Trek soundtrack. Customise your game for different galaxy characteristics and scenarios.::Birth of the Federation is a good game, if you are willing to forgive the interface and the amount of micromanagement required."
