id,name,description,deck
319,NBA Live 2000,"Rim-Rockin', Take-Your-Soul-to-the-Hole Basketball! Jordan is back: Play Michael 1-on-1 and earn the right to play as Jordan and unlock him into the game! Prove it 1-on-1: Play as or against any current NBA player in the ultimate outdoor court challenge. All-new arcade mode: Over-the-top action, more monster dunks and all-new special effects! Quicker, cleaner moves: Work the crossover to perfection, take off for high-flying jams, or stop-and-pop a three-ball from downtown. Enhanced TV-style presentation: All-new camera angles and enhanced play-by-play for the ultimate live experience!",Fans of previous versions of Live will have a good time.
320,Omikron: The Nomad Soul,"&quot;I have many things to tell you and very little time... I come from a universe parallel to yours. My world is desperately in need of your help. Only YOU can save us.&quot;    Responding to the desperate pleas of a mysterious character from another dimension, your soul must enter the dark and futuristic city of Omikron. This heralds the beginning of an epic adventure through an increasingly strange and dazzling parallel world, trying to solve the many puzzles that prevent you from escaping alive. Think, fight and interact with the immense gaming environment to defeat the menacing demons that have tried to trap you.",Omikron's purported innovation and originality amount to nothing more than the senseless combination of unrelated but very familiar play styles.
323,South Park Rally,"Get drivin' with your bad self!    Face off against Cartman, Grandpa, Scuzzlebutt, Starvin' Marvin and the rest of South Park in the wildest, raunchiest road race ever. Loaded with dozens of insane vehicles and sweet custom sound-bites!","Even though the Dreamcast may possess considerably more processing power under the hood than the Nintendo 64 or PlayStation, nothing seems to be able to hide the fact that South Park Rally is simply not a good game."
326,The Sims,"Build, buy, and live.  The Sims give you the chance to create simulated people and build their homes, then help your Sims pursue careers, earn money, make friends, and find romance--or totally mess up their lives.  Keep your Sims happy by decorating your home with over 150 objects in the game and downloadable ones from TheSims.com.  Test your &quot;people skills&quot; as you deal with family, friends, careers, and chaos.  There is no right or wrong way to play the game.",The PS2 game makes solid additions and a few improvements to The Sims' basic gameplay--but that gameplay has aged.
327,Nox,"Jack's just your average all-American guy, living an ordinary life in a backwater Florida trailer park. But when he and his television set are accidentally catapulted through a dimensional wormhole, he'll find the world of Nox falling under the malevolent control of the evil sorceress Hecubah, and for reasons soon to be revealed, only he has the power to put a stop to her evil plans.    Help Jack develop either as a mighty Warrior, fearless Conjurer, or powerful Wizard as he gains experience by killing monsters, finding treasures, learning skills and spells, and unfolding the chapters of Nox.","While few elements in Nox are entirely novel, the game provides both challenging and entertaining single-player campaigns and fast-paced multiplayer battlegrounds."
329,1080: TenEighty Snowboarding,"You're taking a Tahoe 155 snowboard down a steep, bumpy incline at night and you're about to top off an Indy Nosebone with a 360 Air, and you haven't even left your living room! You're playing 1080 (Ten Eighty) Snowboarding, a game so intense you'll be brushing the snow off your goggles. With five different boarders, eight different Lamar snowboards, more than 25 tricks, a Half-Pipe and six different courses, this is as close as you'll get to the real thing without hopping on the next ski lift.",1080 Snowboarding is the best snowboarding game around.
330,1602 A.D.,"ANNO 1602 has literally captivated thousands of players and has gone on to become a best selling PC title since it's release.  Be wary; if you let yourself be mesmerised by the ANNO 1602 magic, you'll find it increasingly hard to stop! ANNO 1602 demands the utmost in strategic prowess. You'll need a talent for business and top notch diplomatic skills. Create your own New World in a previously undiscovered chain of islands, conquer challenge upon challenge, and prove once and for all, that you're the stuff of which true pioneers are made of. Set your own goals and create your own missions. Discovery, development, settlement, trade and defense - these are the challenges you must overcome to succeed!",1602 A.D. captures the feel of the historical period very well and carries you along without the extreme highs and lows that characterize more fast-paced and violent games.
332,2 Xtreme,"OLLIE METHOD AIR  SKETCHING  TWEAKED BONED    SNOWBOARD in Japan, IN-LINE SKATE in Las Vegas, MOUNTAIN BIKE in Africa and SKATEBOARD in Los Angeles.    All new points system allows you to compete in a season & earn points based on your finish, special moves and knockdowns.    4 types of ""Power-Ups"" and 10 different characters gives you the chance to become an Xtreme champion.    Pull off awesome maneuvers like backside rail grabs and ollie-airs on the SKATEBOARD & Carves, 360's and Japan's on the SNOWBOARD.    Kick and Punch your way to the finish!    Compete in a season on 12 intensely insane courses, Two player split screen racing, 4 levels of difficulty and Create your own Player make 2 Xtreme a rush!","Even NASCAR fans will cringe when their character slams to the asphalt with a fleshy ""smack."""
333,3D Baseball,"Crystal Dynamics presents the most realistic baseball video game ever published. Real Motion Control 3D technology serves up incredibly life-like 3D polygonal models that bit, pitch, and hit like real players.","3D Baseball is an excellent rookie attempt, and future updates could easily become contenders for the MVP award."
336,3D Ultra Mini Golf (1997),"The game you love, with an ingenious twist!  Remember mini golf? Scrambling across the Astrosurf on a hot summer night desperately trying to BEAT your buddies to the windmill? We've got mini golf just the way you remember it... only much, much COOLER. 3-D Ultra MiniGolf has the vintage holes you love, plus a whole bunch of new ones you won't believe! And they're all JAM-PACKED with gadgets, gizmos, strange creatures and crazy sound effects - taking a favorite pastime to a whole new level of fun! WHACK the ball between erupting VOLCANOES or bank a putt through a bustling space lot. Watch in disbelief as your ball disintegrates in molten lava or - worse yet- your best friend sinks a hole-in-one!",All I can think of as I drag my putter through this unimaginative game is its unrealized potential.
341,3Xtreme,"Race on 70 real BMX bikes, skateboards and in-line skates. More than 270 burly tricks and combos. Motion capture by X Games phenom Andy Macdonald. Unlock hidden courses, characters, and equipment. 13 racers on 27 insane courses.",After playing the game for 30 minutes you'll be wishing you had rented something else.
342,4 Wheel Thunder,Midway's Thunder Series continues with a four-wheel frenzy! Choose from one of four classes of rugged off-road vehicles and watch the dirt fly by at a blistering 60 frames per second! 4 Wheel Thunder is the premier all-terrain racing game for the Sega Dreamcast!,"Admittedly, more multiplayer and career options would have been nice, but in a game focused directly at fun-seeking race fanatics, what's present is ample enough."
343,40 Winks,"There's only 40 Winks left in the world of dreams. And if you don't rescue them form the evil NiteKap, NO ONE will EVER have good dreams again! So get ready for action - because you're going on the adventure of a nighttime!","40 Winks might be a good purchase for a parent with a 6- to 10-year-old who's just starting to play video games, but other than that, anyone looking for a quality platformer should look elsewhere."
344,7th Legion,"Centuries of reckless consumption and overpopulation had brought the Earth's ecosystem to the brink of collapse. In desperation, governments of the world developed an interstellar Evacuation Program granting exit passes only to the most privileged segments of society. The poor and common were left behind to perish. Now, centuries later, the ""Chosen"" have decided to return to Earth and assume control. But there's a catch-the 7th Legion is waiting with a powerful and fiery ""welcome home"" BBQ planned in their honor.",The developers of 7th Legion forgot to include something in their game: strategy.
345,Disney/Pixar A Bug's Life,"Based on the animated film, A Bug's Life is an epic game of miniature proportions.  The story follows the exciting adventures of a misfit ant named Flik as he tries to save his colony from a greedy gang of grasshoppers led by Hopper.  As Flik, you travel through fully interactive 3D environments brought to life with cinematic quality animation, smooth controls, and challenging puzzles.  Get ready for a bug's-eye-view in an incredible and fast-paced adventure.",It is obvious that Disney was more interested in producing a $40 advertisement for its movie than in developing a playable game.
351,Absolute Zero,"Even a Marine would be nervous.    He might by able to handle the pounding pressure of a simultaneous space, surface and subterranean attack. But we doubt it. Even veteran wing commanders will have trouble keeping their suits dry in this rocket-fast adventure.    Get ready for the science-fiction fight of your life. AN alien invasion from the once-dormant core of Europa has instantly  transformed your peaceful mining colony into a living hell. To mount a defense, you must quickly convert your mining machinery - hovercraft, maglocks, sky bikes and more - into weapons of war.    ABSOLUTE ZERO features 30 missions, 3 different arenas of combat, and fleets of vehicles on the screen simultaneously - all original designs created with the latest in 3D and Silicon Graphics Technology. The action is so furious, you'll want to make sure you're destroying the invaders and not your own comrades.    Laced with undertones of conspiracy and complicated by internal rebellion, this one space war you won't forget!    Fly and drive 7 different vehicles with 13 different weapon systems.      Over 70 texture-mapped objects on-screen simultaneously    30 missions in a complex, interwoven plot    Full-motion video sequences and Interactive CD soundtrack with complex, layered sounds and professional voice-overs.    Control the actions of 7 different characters.","The story is well-conceived and fresh, following the lives of 24th century humans who have finally mastered cold fusion, and buzz around the solar system like busy bees."
352,Abuse,"All Hell has broken loose! Military experiments have created bloodthirsty genetic mutations. You are the only hope to prevent them reaching the outside world - if you can slaughter the grotesque monsters, solve the deadly puzzles and survive the constant assaults.  - Move in complete 360 freedom to annihilate the opposition.  - Enjoy up to 8 person multiplayer action.  - Discover power-ups in secret rooms by destroying floors, walls and ceilings.  - Extensive arsenal of awesome destructive power.  - Rain death from above in unique jet boots.  - Easy to install, easy to learn, tough to survive!  - Level editor contest - make money as you cause mayhem.","In one swift stroke, Crack dot Com's debut game, Abuse, has changed side-scrolling platform shooters forever, and all because of this game's superior control."
354,Ace Combat 2,"We've devised a weapon that's deadlier than a smart bomb. It's called a smart pilot. Now, Ace Combat 2 pits you against a whole squadron of them - 3-D polygonal jet jocks that maneuver like the real deal, turning every scorching sortie and dogfight into a kill-or-be-killed situation. With nearly double the missions of its predecessor, you'll double your chances of taking out the enemy. (Or taking a heat-seeker up the exhaust.)",Ace Combat 2 fixes every problem that troubled the first game.
355,Ace Combat 3: Electrosphere,"""#1 Selling Action/Flying Series on Playstation""  A Bogey Bustin', G Force-Pulin', Insanity Ride!  22 FLYABLE, CUTTING-EDGE AIRCRAFT - F-16XF Gyrfalcon, Su-37 Super Flanker, UI-4054 Aurora and more!  36 FURIOUS MISSIONS - Air-to-air, air-to-ground, air-to-sea, even into the stratosphere!  3-D VIRTUAL COCKPIT - Look in all directions during combat - lock your eyes on the enemy and never lose sght of the action!  SPECTACULAR VISUALS - Fully-detailed targets, moving control surfaces, smoke trails, lens flares, and spectacular explosions!  MORE HEATED DOGFIGHTS - Increase your kills by using real dogfighting maneuvers!  ONLY IN ACE COMBAT - Thrill to takeoffs and landings, mid-air refueling, autopilot control, Instrument Landing Systems, and day and night aircraft carrier ops!  FORCE FEEDBACK - Feel every bullet strike and crash impact through the DUALSHOCK analog controller!  REPLAY MODE - Cinematic 'smart cam' shows you all the action.  Become a 'hunter of the sky'  Lock and load, you're in the Kill Zone  Engage in maximum dogfighting action  Skill an Guts are required here  Night Fight: carrier landings are mission critical when you're dueling after dark.","While early adopters of the import version might have had a lot to look forward to in the US release, Ace Combat 3: Electrosphere arrives on our fair shores gutted of the few qualities that made it attractive in the first place."
358,A Collection of Activision Classic Games for the Atari 2600,"At about a buck a game, this baby's fully loaded with 30 of your all-time video game favorites! In the first and largest arcade collection of its kind, Activision Classics gives you all the gameplay of the original Atari 2600 games - now for your Playstation game console. Activision Classics: It's serious old-school fun.","Considering you can pick up many playable 2600 cartridges at flea markets for about one dollar or so, if you just want to occasionally play some of your favorite old titles, this collection is worth it."
360,Adidas Power Soccer,"Kick off with your favorite team and take on some of Europe's finest players! A choice of team strategies, a wealth of playing options and tons of net-busting special moves guarantee a first-rate soccer experience!",Adidas Power Soccer rises high above the standard soccer fare.
361,Adidas Power Soccer 98,"FASTER  Runs at a turf-scorching 30 frames per second in hi-res.  BIGGER  12 unrivalled game modes.  FITTER  350 new motion-captured animations and unique special moves.  FRESHER  Updated team databases for season 98.  STRONGER  New 10,000 player database with real-life attributes.","Adidas Power Soccer 98 does a number of things well, but its shortcomings are frustrating enough to turn most players off before the whistle blows."
365,The Adventures of Lomax,Lomax is in way over his head. Evil Ed has nabbed his pals and tricked them into doing diabolical deeds. Only Lamax has the power to break the sinister hex!  Leap into action with Lamax as he battles Ed's evildoers and travels through bizarre lands in this fast and frantic thriller!,"Even though The Adventures of Lomax is not state-of-the-art, it is a genuinely fun ride."
366,Aero Fighters Assault,The AeroFighters Assault team needs your help to save the Earth from the evil Phutta Morgana and their machines of doom. Engage a variety of enemy aircraft and boss characters around the globe in multiple missions. Join the battle in the only game that matters!,"AF truly gives the saying ""fight or flight"" new meaning."
367,AeroGauge,"Blaze through the skies as you take control of your very own Aeromachines in this new futuristic racing game, AeroGauge. With courses that have sharp turns, and even sharper obstacles, it is going to take a keen eye and ultimate control to maneuver through courses featuring canyons, tunnels, oceans, and mountains. Imagine speeds reaching over 1000 mph as you whiz by the field in route to victory in these graphically advanced landscapes. Never has a game incorporated such remarkable control, detailed graphics, and mind-tingling speeds as...AeroGauge!",Ascii's AeroGauge runs basically along the same conceptual lines of play as Psygnosis' Wipeout XL or Acclaim's Extreme G.
368,Aerostar,"World War VI left the Earth desolate and inhabitable. Many years later, the Intergalactic Council discovered that Earth could once again be populated, and people returned to rebuild their lives.     Unknown to them, mutant forces had gone undetected, and are now wrecking havoc on the defenseless humans. Fearing the total extermination of the Earth, the Intergalactic Council has deployed AEROSTAR, the most powerful fighter ever built. This state-of-the-art vehicle of destruction is Earth's only hope for salvation, but is useless without the right pilot...",Aero Star adds a slightly new skew to the top-down blaster concept.
369,AeroWings,"The only thing standing between you and reality is a piece of glass. Snaproll, flip, and spin through stunning, detailed landscapes. Fly in formation or go solo with fives modes of gameplay. Just try not to fog up the glass, okay?","Like Pilotwings 64, Aero Wings has realistic physics, and offers an authentic flying experience."
371,Afterlife,"Telling People Where to Go is Just the Beginning. Welcome to Afterlife, the world-building simulation that lets you create the hereafter in the here and now. Possessed of an unearthly sense of humor, it all begins in a god-knows-where galaxy. As a ""regional spiritual director"" your task, given to you by the Powers That Be, is to develop two prime planes of ""unreal estate"" -- heaven and hell -- simultaneously. Keep billions of souls happy by giving them the rewards and punishments they deserve. The wages of sim are plentiful. Open up your afterlife with the Pearly Gates of Heaven or the Fiery Gates of Hell, zone for the Seven Deadly Sins and/or their respective Virtues. Then lay down some roads. Soon, the dearly departed arrive in droves. Keep them in your afterlife and you flourish. Lose too many along the way and it may mean a visit from the Four Surfers of the Apoclypso (not a good time). Factor in a half-dozen or so supernatural disasters (not including total annihilation), money problems and headaches from the planet and you're in for infinite hours of gameplay. Afterlife includes over 200 artistically rendered rewards and punishments, nearly 300 detailed tiles and buildings, more maps, graphs and charts than you can shake a pitchfork at, plus the most sophisticated engine of any sim game beginning with the letter A.","As a semi-omnipotent being, you are responsible for laying out a functional heaven and hell to reward or punish the denizens of a strange planet."
374,Agile Warrior F-111X,"This ain't no by-the-books, academy-trained flight sim. This is fast and serious, high speed, high stakes surface-to-air arcade combat action. Strap into the most advanced multi-role fighter craft around-the kind developed by top-secret military design specs with cutting-edge Thrust Vectoring technology-and blast off into a world of sky-ripping, ground-shaking, adrenaline-pumping action battles.","Not-so-exciting gameplay, not-so-absorbing missions, and not-so-hot graphics..."
377,Aidyn Chronicles: The First Mage,"Young Alaron is on a quest to discover the truth about himself, his name, and his heritage. Traveling to far and distant lands, pursued by forces he cannot understand, danger lurks around every corner. Alaron and his companions will seek to fulfill his destiny as the greatest mage ever known!","The developers fared well in bringing some role-playing game conventions into the third dimension, but they weren't as successful with others."
378,AirForce Delta,"Ever been screaming along at Mach 2 and ordered to drop 6,000 pounds of bombs on a target no bigger than a Yugo? Or get that feeling of multiple bogeys closing in on your tail for a lock-on to blow you out of the sky? You've been contracted by a mercenary group to fuel-up, strap-in and snuff out the enemy. And to sweeten the pot in this &quot;The more you take out, the more you take home&quot; deal, you can upgrade your ride, choosing from over 30 different aircraft to get the job done. You in? Then get ready to grab some serious air!","If you're interested in pulling some Tom Cruise-like maneuvers without any Kelly McGillis-style subplot, Air Force Delta will satisfy."
384,Akuji the Heartless,"Akuji is the adventure game that delivers you the violent and sensual world of voodoo. Fast paced and action packed, this is a game where you must sacrifice your enemies to fuel your voodoo powers as you fight your way through hordes of enemies driven by extremely advanced artificial intelligence. It is a game that could convert Tomb Raider fans with a hankering for a darker story.","It's over a little too quickly to recommend Akuji for purchase, but it's well worth the money and time it'd take to rent it."
386,Albert Odyssey: Legend of Eldean,"In a world borne of enchantment, there is only one rule: Expect the impossible. Pike is an orphan raised by harpies. His life in the harpy village has been one of peace and tranquility. However, with a slow, dreadful certainty, an insidious wave of evil is spilling over the land. The ancient truce that unified man and beast, magician and harpy begins to unravel, and the land is overrun by war and unrest. Beasts savagely attack men, men attack harpies, dragons roam the skies, and terror grips all. Without warning, Pike is thrust to the fore of this conflict and must find the source of the evil and return peace to the land in order to save the life of one he holds most dear. Assume the role of Pike as he travels the land, gaining colorful comrades, fighting terrifying battles in true RPG menu-driven combat, and exploring danger-filled dungeons accompanied by moving orchestral music. Gather your wits and set out at once, for the final confrontation that will decide the fate of Pike's world is rushing forth, and the dark evil bound since the days of Albert demands vengeance.","Although there are better RPGs out there, Albert Odyssey delivers where it counts."
390,Alien Resurrection,"Ellen Ripley died trying to wipe out the Aliens. Now, 200 years later, scientists have resurrected Ripley - along with the Alien Queen - hoping to create the ultimate weapon. Teamed with a crew of renegade space pirates on a research vessel headed for Earth, they must fight for survival and destroy the Aliens once and for all.","In the space between the final days of the PlayStation and the launch of the PS2, no one can hear you scream."
391,Alien Trilogy,"Haunted by memories, you hope there is just some small oversight... some simple communications problem, but you know, deep down, in the back of your mind... THEY'RE BACK!!!... Face huggers, chest bursters, dog aliens, adult aliens, ruthless corporate schills, and... 3 queen aliens!!! Over 30 acid encrusted levels, an arsenal of lethal weapons, and you! All the gut-churning 3D action of the original Alien trilogy in one black-death, white-knuckle nightmare.",Acclaim provides enough firepower for the experienced Marine to show every Alien Queen who's boss.
396,All-Star Baseball 99,"With All-Star Baseball '99, development house Iguana (Turok, NFL Quarterback Club '98) extends its sterling rep for putting great graphics on the N64. The high-resolution visual feast includes multiple player shadows during night games, digitized photos of most players and extremely detailed texture maps -- just check out the ivy and row houses at Wrigley! In stadiums with Jumbotrons, the action on the big screen replicates that on the field. The athletes are fully articulated, with nice use of shading that gives them a fully rounded look. Batters are graded on multiple characteristics, including whether they are pull, straightaway or opposite-field (push) hitters. Iguana has stacked the lineup with signature stances for everyone from Roberto Alomar to Sammy Sosa.",ASB '99 is easily one of the best baseball games to come around in quite some time.
398,All Star Tennis 99,"All the power, speed and intensity of professional tennis! Compete against professional tennis' top talent: Michael Chang, Mark Philippoussis, Amanda Coetzer, Richard Krajicek, Conchita Martinez, Jonas Bjorkman, Gustavo Kuerten and '98 Wimbledon Champion Jana Novotna. Realistic courts and characters bring tennis to life. Smash overhead shots, crush 140mph serves and dive for cross-court volleys. Up to four players can go head-to-head simultaneously! Multiplayer options in singles, doubles and tournament play!",All Star Tennis 99's good-natured quirkiness is something of an afterthought to its middle-of-the-road gameplay.
399,Allied General,"PREPARE TO BE BLOWN TO BITS BY THE NEXT GENERATION OF STRATEGY GAMING!  PANZER GENERAL took the gaming world by storm, prompting Computer Gaming World to call it, ""...such fun that even non-wargamers are likely to find themselves hooked."" Now, prepare to become an ALLIED GENERAL. Vol. II in SSI's premier 5-Star Series has you in its sights -- and this time the battlefield is your PlayStation game console! Play 3 campaign games as an American, British or Soviet General against the German army. Or choose from over 35 scenarios that let you play as either the Allied or Axis side. Watch your forces improve with each victory. Use new troop types such as Finnish ski troops. You may even engage in a little conjecture: several what-if scenarios include Churchill's never-realized invasion of Norway -- Operation Jupiter. With so many choices, your abilities will be tested as never before!  ALLIED GENERAL. The Excellence Continues.","The term ""Armchair General"" was coined for this kind of game."
400,All-Star 1997 Featuring Frank Thomas,"A PERFECT GAME    ALL-STAR GRAPHICS  - Twenty-eight 3-D rendered Major League stadiums  - Photo realistic player graphics    ALL-STAR REALISM  - All 30 Major League teams and over 700 players  - 1998 Tampa Bay Devil Rays and Arizona Diamondbacks expansion teams  - Complete statistics in 27 categories by STATS, Inc.  - 1997 Major League Baseball schedule including Interleague Play    ALL-STAR GAMEPLAY  - Each pitcher's arsenal features actual specialty pitches  - Advanced computer A.I. for the ultimate baseball challenge  - Exhibition, Season, Playoffs, All-Star, Batting Practice and Home Run Derby game modes",A feature-heavy game that has adequate play control and graphics.
401,All-Star Baseball 2000,"You can learn the basics of baseball in an afternoon, then spend a lifetime mastering its intricacies. All-Star Baseball 2000 isn't quite so daunting, but expect to log lots of time on the Pause screens while you figure it out. Created by Iguana, ASB 2000 has the glossy graphics and excellent sound engineering you'd expect from the team that brought you All-Star Baseball '99, NFL Quarterback Club 99 and Turok 2. ASB 2000 supports hi-res graphics without the Expansion Pak. If you pop in an Expansion Pak, though, you'll witness extra-long replays.","This year, Acclaim and Iguana have continued the tradition by adding new gameplay features and refinements, keeping this year's version in top shape."
403,Alone in the Dark: The New Nightmare,"From the moment Edward Carnby and Aline Cedrac set foot on Shadow Island, they are confronted by mysterious, evil creatures intent on thwarting their progress to recover 3 ancient tablets believed to hold the secret key to some incredible menacing phenomenon. Fears threaten from every corner. The slightest shadow could be hiding deep secrets, or concealing worse nightmares...","It's a clumsy port, but what's even more disappointing is that it's a clumsy port of only a middling console game."
404,Alone in the Dark: The Trilogy 1+2+3,"Now you can own this classic trilogy, play ""Supernatural Private Eye"" Edward Carnby, solve his three investigations into the macabre, alone... Alone In The Dark.    *Classic arcade/adventure game    *Revolutionary 3-D real-time animation    *3-D characters and objects    * Action is viewed through several unique camera angles    Alone in the Dark    In the first adventure, Carnby is confronted by the many faces of evil in the darkness of Derceto, a house where entering is the easy part and leaving could be hell!    Alone in the Dark 2    Carnby battles against the powers of voodoo in this sequel to save an eight-year-old girl kidnapped by a gang of evil zombie bootleggers dwelling in the aptly-named ""Hell's Kitchen.""    Alone in the Dark 3    In his final quest, Carnby faces the ultimate challenge in Slaughter Gultch, a Western, wilder than you could ever imagine.",This is a great deal for those who've never played the games.
405,Alundra,"Plagued by strange visions, the Dreamwalker Alundra is summoned to a troubled village where great evil lies in wait. Explore huge dungeons, find deadly weapons, solve challenging puzzles and fight the cast of foul creatures out to stop you in your tracks. This vast, enthralling adventure will keep you wide awake to the very end.","An addictive, well-rounded game that is balanced, challenging, and, most of all, fun to play."
409,Amok,You've been the hero. Saved more worlds than you can count...    Now it's time to unleash your destructive tendencies and play mercenary in a game guaranteed to plunge you into the depths of hell. Plot a futuristic land-crawler and a high-tech underwater sub through a series of missions based on destroying everything in sight.,"If you're looking for yet another mech game and don't care if the game is any good or not, Amok might be right up your alley."
410,Anachronox,"Join Sylvester ""Sly"" Boots and Stiletto as they trek across the galaxy and the three dimensions, looking for both a long-dead alien race with the secrets of advanced technology, and the mysterious forces bent on crushing our universe out of existence!    Are they the same beings? Five other characters join them in their quest to uncover the mystery of the Mystech devices, the plot to destroy our existence, and the evil chaos behind it all.",Anachronox is a solid addition to the genre and makes up for some rough spots with a welcome sense of humor and a lot of personality.
411,Andretti Racing,"Break the Sound Barrier  &quot;Slap on those driving gloves! Andretti Racings blazing toward the Saturn with superb racing action.&quot; - GAMEPRO Magazine    BLISTERING SPEED  - 2 types of racing - Indy car &amp; Stock car  - 2 player Split-Screen Head-to-Head racing  - 16 Challenging tracks  - 3 driving perspectives  - True 3-D Environment  - Authentic pit stops    PURE ADRENALINE  - Race multiple seasons in one player Career Mode  - Start to finish race coverage with Derek Daly and Bob Jenkins  - Exclusive racing tips from Mario, Michael, and Jeff Andretti      REALISTIC CAR CRASHES AND CAR DAM  Experience the agony of a 240 mph mistake    INDY CAR CIRCUIT  Bury the needle in an Indy car    HEAD-TO-HEAD RACING  Split the screen and go one-on-one    STOCK CAR SERIES  Tradin' paint in a bruising Stock car    AUTHENTIC CAR ADJUSTMENTS  Set up your car for any driving style","You'd think that at 200 mph the scenery would just blow by - instead, the cars seem to move at a light rush-hour crawl."
412,Angel Devoid: Face of the Enemy,"You wake up from reconstructive surgery and see your arch enemy's face...staring at you from the mirror. As you stalked the dangerous master criminal, Angel Devoid, you found yourself ensnared in a bizarre accident that left you with the face of the very man you pursued. No longer the hunter, you are now the hunted. And you have but one choice: infiltrate Neo-City, a dark Cybergothic world where death strikes from every shadow. A myriad of lethal, unpredictable characters awaits you... And only the real Angel Devoid would know if they're friends or foes. Survival hinges upon your insights, intuition, and reflexes. Will you be able to stay alive long enough to unravel the mystery of your new identity?","What Angel Devoid lacks in acting and scriptwriting it makes up for with dark good looks and sheer, bad attitude."
413,Antz,"Z is one of millions of worker ants. So the chances of catching Princess Bala's eye are pretty slim. If he can defeat the evil General Mandible, than may be Z will become a true hero and win the princess's heart in the land of Insectopia.",Antz on the GBC is another platform game that will amuse those who find the genre enjoyable in small scale 8-bit.
414,Anvil of Dawn,"In the ultimate fantasy adventure, you are summoned to embark on a noble journey across the world called Tempest. By battle, skill, magic and wits, you must rescue humanity from an evil fate.  Explore a massive, 3D landscape, while solving puzzles, overcoming traps, and enjoying the beauty and scope of the outdoor scenes. Quest through dungeons where 3D walls add realism and creatures all but lunge out at you in attack.  At your disposal are more than 25 spells and magical objects, each drawing upon one of the elemental forces such as fire, water, wind, and lightning. Enjoy a hybrid of turn-based and real-time combat, in which your actions decide the pace of battle.","This title walks the line between the combat and puzzles genres very delicately, and most adventurers will find the game maintains an enjoyable balance throughout."
417,Ape Escape,"A boisterous band of baboons carry out a daring zoo escape. It's ape anarchy and it's up to you to stop the chimps before they make chumps out of the human race! Use both analog sticks to operate great gadgets including a Tank, a Remote Control Car, a Stun Club, and a Time Net in your quest to hunt down over 200 apes!","Ape Escape is one of the PlayStation's finest development efforts, one that shouldn't be overlooked because of its silly storyline and title."
418,Apocalypse,"APOCALYPSE STARRING BRUCE WILLIS    The end of the world is near. You're Bruce, starring as Trey Kincaid, nano-physicist and sole defender of the world. It's up to you to defeat the Four Horsemen before it's happy trails to us all...    IT'S RAW ACTION  Take control of Bruce Willis, one of the greatest action stars of all time, motion-captured and cyberscanned for the most intense hard-core action ever. Killer cinematics unveil a doomsday plot.    DESTROY IT ALL  Explore multi-level war factories, prisons, sewers and more. Level everything to the ground in 360 degree battle-anywhere environments that echo with explosive sound effects.    LOCK AND LOAD  Brave the dismal future against up to 20 on-screen enemies. Good thing you can don multiple weapons at once like rip lasers, flame-throwers, semi-automatics, and homing missiles.","All in all, the developers really wasted Bruce Willis' talents and missed an opportunity to do something extremely cool."
420,Arc the Lad Collection,"Six Disc Collector's Edition!    Includes 5 Game CDs, and 1 Exclusive ""Making of Arc the Lad"" CD!  150+ Page Letherette Hardbound Artbook/Instruction Manual!  Exclusive Thumb Button Covers!  Exclusive Memory Card Holder!  Exclusive Character Mini-Standees!    Built in Save Conversion!    Convert Data from one chapter to the next to unlock secret events and special items!    Arc the Lad I    The first game in the series that really defined what a Strategy/RPG could be introduces players to a magical world teetering on the edge of destruction. Only young Arc posses the power to stop the impending destruction, as he fights his way to unsealing the power of Ark, with help from his friends Kukuru, Poco, Tosh, Gogen, and Iga.    Arc the Lad II and Arc Arena    The second game in the Arc series introduces Elc, a bounty hunter with a tragic past. He must join forces with Arc to stop the minions of the Dark One, whose presence was only hinted in the first game. A vast array of impressive Strategy/RPG innovations are introduced in this chapter, like the job system, weapon melding, and multiple-viewpoint storylines. In another first in U.S. console gaming, players can load Arc the Lad II save data into the innovative Arc Arena CD that is included in this package. Players can then take monsters captured in their individual games and battle it out for prizes in the monster tournament.    Arc the Lad III    Arc the Lad III introduces a new lead character Alec, and ties up all the storylines developed in the first two games in a way that will leave diehard role-playing fans breathless. It also brings the Arc world into a fully-3D polygon environment! Join Alec as he continues Arc's heroic battle to save the world from the black advance of ultimate evil!","The Arc the Lad Collection is ultimately an interesting, varied, and rewarding experience that has a tendency to sometimes get bogged down."
